"CaseNo","SegID","MilePost","Month","Day","Time","Weekday","Impact","Weather","SurfCond","Light","Severity","Fire"
"2002000655",1299,168.43,"01","04","1200","5","D1","1","1","1",1,"0"
"2002000661",1017,148.96,"01","01","1418","2","D4","3","2","1",7,"0"
"2002000665",953,141.41,"01","02","1445","3","D4","1","1","1",1,"0"
"2002000670",1041,150.56,"01","02","1520","3","D3","1","1","1",1,"0"
"2002000673",953,141.40,"01","03","0840","4","A3","2","2","1",1,"0"
"2002000676",1143,157.50,"01","04","1042","5","A4","2","1","1",7,"0"
"2002000681",7,0.50,"01","02","1521","3","A3","2","1","1",1,"0"
"2002000687",3933,17.24,"01","16","1615","3","A3","2","1","1",1,"0"
"2002000688",1054,151.92,"01","05","0534","6","D1","3","2","6",1,"0"
"2002000690",3817,10.14,"01","16","0637","3","A2","1","1","2",1,"0"
"2002000698",3726,2.20,"01","05","1400","6","D1","2","1","1",7,"0"
"2002000704",3726,2.20,"01","05","1330","6","D1","2","1","1",1,"0"
"2002000726",962,142.14,"01","02","0900","3","D1","2","2","1",1,"0"
"2002000756",3707,0.86,"01","08","1735","2","A2","1","1","4",7,"0"
"2002000765",3658,292.46,"01","16","1630","3","D2","4","4","3",1,"0"
"2002000772",1278,166.55,"01","02","0710","3","A3","3","2","4",1,"0"
"2002000784",3434,273.64,"01","16","1440","3","A2","4","3","1",1,"0"
"2002000808",1473,183.86,"01","22","0610","2","D1","2","2","4",7,"0"
"2002000810",813,123.67,"01","08","1725","2","A4","1","1","3",7,"0"
"2002000813",658,104.44,"01","06","1820","7","A2","3","2","4",1,"0"
"2002000824",651,103.82,"01","06","1908","7","A3","3","2","4",7,"0"
"2002000829",1464,183.02,"01","07","0824","1","A1","3","2","1",1,"0"
"2002000832",1529,190.17,"01","23","1730","3","D2","1","1","6",1,"0"
"2002000833",1504,187.93,"01","10","1710","4","A3","2","1","6",7,"0"
"2002000839",1529,190.20,"01","23","1718","3","D3","1","1","6",1,"0"
"2002000840",4059,26.80,"01","18","1405","5","A2","3","2","1",1,"0"
"2002000851",1888,233.42,"01","09","1700","3","A2","2","1","6",6,"0"
"2002000917",1356,173.79,"01","14","1600","1","A3","1","1","1",7,"0"
"2002000924",1286,167.26,"01","19","1713","6","D1","2","1","4",7,"0"
"2002000931",1328,171.06,"01","19","1739","6","D2","2","1","4",1,"0"
"2002000935",1258,165.70,"01","19","1225","6","A2","2","2","1",1,"0"
"2002000941",2239,1.29,"01","07","1800","1","A3","3","2","4",1,"0"
"2002000950",3716,1.40,"01","06","1610","7","A1","3","2","1",1,"0"
"2002000961",1303,169.14,"01","04","1903","5","D1","1","1","4",7,"0"
"2002000963",1367,175.07,"01","04","1820","5","A3","1","1","4",7,"0"
"2002000965",1355,173.59,"01","04","1712","5","A3","1","1","4",1,"0"
"2002000969",1266,166.03,"01","09","1559","3","D4","1","1","1",1,"0"
"2002000972",1347,172.76,"01","07","0846","1","D5","3","2","1",7,"0"
"2002000978",1440,180.81,"01","03","1737","4","D1","1","1","1",7,"0"
"2002000988",1456,182.59,"01","14","0710","1","D3","1","1","6",7,"0"
"2002000991",1575,193.85,"01","14","0900","1","D2","5","1","1",1,"0"
"2002001012",1538,191.82,"01","08","1900","2","A1","1","1","6",7,"0"
"2002001013",1498,187.35,"01","18","1709","5","A4","3","2","6",1,"0"
"2002001026",1404,178.12,"01","03","1727","4","A2","1","1","4",1,"0"
"2002001027",1226,164.02,"01","12","1151","6","A4","1","1","1",1,"0"
"2002001038",1482,185.98,"01","04","1515","5","D3","1","1","1",1,"0"
"2002001113",856,130.75,"01","22","1240","2","A1","1","1","1",7,"0"
"2002001127",813,123.67,"01","08","1725","2","A4","1","1","3",1,"0"
"2002001144",1310,169.71,"01","07","1850","1","A2","3","2","4",1,"0"
"2002001146",1296,168.20,"01","07","2230","1","A2","3","2","4",1,"0"
"2002001154",3985,21.14,"01","07","0719","1","D3","3","2","1",1,"0"
"2002001181",2687,61.53,"01","21","1512","1","D2","4","3","1",1,"0"
"2002001184",2743,75.29,"01","21","1822","1","D2","1","4","6",1,"0"
"2002001194",2688,61.61,"01","21","1420","1","D1","4","3","1",1,"0"
"2002001210",3638,289.56,"01","16","1615","3","A2","4","4","3",1,"0"
"2002001242",1015,148.73,"01","25","1524","5","D2","3","2","1",7,"0"
"2002001243",1329,171.26,"01","20","1415","7","D2","1","1","1",7,"0"
"2002001249",1361,174.60,"01","22","1754","2","A4","2","1","4",1,"0"
"2002001258",3780,5.37,"01","25","1440","5","A2","3","2","1",7,"0"
"2002001260",4119,3.07,"01","17","0630","4","D1","1","1","4",1,"0"
"2002001262",1202,162.52,"01","17","0746","4","A5","1","1","1",7,"0"
"2002001266",1269,166.21,"01","15","1220","2","A4","2","1","1",7,"0"
"2002001272",2905,123.91,"01","14","0750","1","A1","1","1","1",7,"0"
"2002001276",3237,220.96,"01","09","1834","3","A1","1","2","9",7,"0"
"2002001330",3790,6.95,"01","23","1716","3","D2","1","1","4",1,"0"
"2002001347",3944,17.74,"01","22","1625","2","A3","1","1","3",1,"0"
"2002001375",1842,229.46,"01","13","0855","7","A1","1","1","1",7,"0"
"2002001381",2950,142.24,"01","11","1725","5","A1","2","1","6",1,"0"
"2002001387",2031,253.23,"01","12","1104","6","D2","2","2","1",7,"0"
"2002001389",4109,1.15,"01","15","0719","2","A2","1","1","2",1,"0"
"2002001390",1321,170.59,"01","16","1625","3","A2","2","1","3",7,"0"
"2002001416",1088,154.31,"01","15","1241","2","A2","2","1","1",7,"0"
"2002001422",1079,153.98,"01","21","0645","1","A2","2","1","6",1,"0"
"2002001434",3716,1.30,"01","19","1700","6","A1","2","1","3",1,"0"
"2002001460",4107,0.90,"01","24","1220","4","A1","3","2","1",7,"0"
"2002001488",962,142.26,"01","18","1945","5","D4","4","2","4",1,"0"
"2002001493",1189,161.77,"01","19","0130","6","D1","3","2","4",1,"0"
"2002001539",4107,0.94,"01","29","0854","2","A2","2","1","1",1,"0"
"2002001565",1657,205.05,"01","18","0955","5","D2","2","2","1",1,"0"
"2002001585",1667,206.45,"01","18","1835","5","D3","3","2","4",7,"0"
"2002001605",1113,155.46,"01","25","1610","5","D5","2","1","1",1,"0"
"2002001612",953,141.26,"01","24","1740","4","A2","3","2","4",1,"0"
"2002001614",2049,254.58,"01","07","1730","1","D1","3","2","4",1,"0"
"2002001672",4032,24.11,"01","24","1650","4","D3","3","2","4",1,"0"
"2002001673",3847,11.67,"01","24","1615","4","D4","3","2","1",1,"0"
"2002001678",2396,13.59,"01","24","0811","4","D3","3","2","1",7,"0"
"2002001729",4149,5.38,"01","25","1842","5","D3","2","1","4",7,"0"
"2002001792",1354,173.31,"01","02","1723","3","AA","2","1","4",1,"0"
"2002001806",1327,171.00,"02","10","1714","7","D2","3","2","5",6,"0"
"2002001827",1019,149.13,"02","12","1312","2","A4","1","1","1",1,"0"
"2002001866",3596,284.55,"02","11","1620","1","A4","1","1","1",6,"0"
"2002001881",4202,7.29,"01","18","1540","5","D1","3","2","1",1,"0"
"2002001884",2032,253.51,"01","25","1545","5","D1","3","2","1",1,"0"
"2002001940",3857,12.75,"01","11","1422","5","D1","2","1","1",1,"0"
"2002001941",1102,154.86,"01","21","0640","1","AA","2","1","4",7,"0"
"2002001944",3844,11.42,"01","09","1725","3","D3","1","1","6",1,"0"
"2002001955",3688,0.09,"01","19","1425","6","D1","2","1","1",1,"0"
"2002001962",2610,46.46,"01","22","1030","2","A4","4","3","1",7,"0"
"2002001988",4228,8.97,"01","10","1529","4","D2","2","2","1",7,"0"
"2002001998",875,132.92,"01","15","1454","2","D3","1","1","1",6,"0"
"2002002005",831,126.32,"01","10","1640","4","A3","2","1","3",1,"0"
"2002002010",873,132.77,"01","19","2000","6","A3","3","2","4",7,"0"
"2002002023",1253,165.56,"01","25","0540","5","D1","3","2","4",7,"0"
"2002002051",1242,165.11,"01","14","0955","1","A2","1","1","1",7,"0"
"2002002062",1382,176.26,"01","14","1535","1","A2","1","1","1",1,"0"
"2002002065",1339,172.21,"01","20","1345","7","D4","1","1","1",1,"0"
"2002002072",4143,5.17,"01","12","1318","6","D3","2","1","1",1,"0"
"2002002091",1215,163.12,"01","12","2150","6","A3","2","1","4",1,"0"
"2002002094",1308,169.46,"01","12","1845","6","D1","3","2","4",1,"0"
"2002002096",1231,164.32,"01","15","1300","2","A1","2","1","1",7,"0"
"2002002113",3722,1.86,"01","12","1529","6","A1","2","1","1",7,"0"
"2002002117",1133,156.45,"01","12","1557","6","D5","1","2","1",7,"0"
"2002002187",2717,68.83,"01","13","1905","7","D1","1","1","6",7,"0"
"2002002232",1226,164.02,"01","25","1437","5","A5","2","2","1",1,"0"
"2002002233",678,106.47,"01","17","1735","4","D2","1","1","4",7,"0"
"2002002236",666,105.13,"01","17","1753","4","D1","2","2","4",1,"0"
"2002002239",1275,166.46,"01","25","0857","5","A4","2","2","1",1,"0"
"2002002241",491,76.62,"01","11","1802","5","D2","1","1","6",1,"0"
"2002002264",410,62.99,"01","07","1725","1","A2","3","2","6",7,"0"
"2002002274",502,77.30,"01","13","0640","7","A2","1","4","4",7,"0"
"2002002283",670,105.43,"01","23","0751","3","D1","3","2","1",1,"0"
"2002002301",1230,164.27,"01","11","1859","5","D2","1","1","4",1,"0"
"2002002326",710,110.67,"01","20","2015","7","A2","2","1","6",7,"0"
"2002002327",3447,274.18,"01","16","1425","3","A1","4","3","1",6,"0"
"2002002332",1264,165.96,"01","10","0720","4","D3","1","1","1",1,"0"
"2002002336",3447,274.18,"01","16","1426","3","A1","4","3","1",1,"0"
"2002002347",840,128.44,"01","11","1520","5","D1","1","1","1",7,"0"
"2002002371",836,127.89,"01","17","2150","4","D2","2","1","4",6,"0"
"2002002398",3801,7.87,"02","10","2340","7","D1","1","1","4",1,"0"
"2002002428",3705,0.81,"02","09","1453","6","A1","1","1","1",1,"0"
"2002002429",1293,167.81,"02","15","0900","5","D4","1","1","1",1,"0"
"2002002436",880,133.46,"01","19","1953","6","A2","2","1","4",1,"0"
"2002002438",863,132.13,"01","18","1655","5","A3","2","1","4",1,"0"
"2002002442",3805,8.92,"02","12","1710","2","D1","1","1","1",7,"0"
"2002002445",823,125.39,"01","18","1920","5","D1","3","2","4",1,"0"
"2002002495",4210,7.59,"02","14","0825","4","D2","1","1","1",1,"0"
"2002002578",1496,186.99,"01","18","1920","5","A1","3","2","6",6,"0"
"2002002639",3707,0.86,"02","15","1630","5","D1","1","1","1",1,"0"
"2002002642",3707,0.86,"02","15","1555","5","D1","1","1","1",1,"0"
"2002002646",1058,152.30,"01","26","0500","6","D3","1","4","6",7,"0"
"2002002653",461,72.57,"02","10","2100","7","A1","3","2","6",1,"0"
"2002002669",3724,2.05,"02","24","1530","7","A1","1","1","1",7,"0"
"2002002670",1055,152.06,"02","18","1209","1","A2","2","1","1",1,"0"
"2002002673",3884,13.98,"02","11","1708","1","A1","1","1","3",7,"0"
"2002002675",3932,16.98,"02","11","1520","1","A4","1","1","1",7,"0"
"2002002678",2265,4.21,"02","11","0845","1","D3","1","1","1",7,"0"
"2002002683",1013,147.98,"02","16","0545","6","D1","2","1","4",6,"0"
"2002002699",1197,162.29,"01","25","1018","5","A1","3","2","1",1,"0"
"2002002716",1394,177.37,"01","25","0924","5","D3","3","2","1",1,"0"
"2002002718",1339,172.06,"01","25","1423","5","D4","3","2","1",6,"0"
"2002002719",972,143.86,"02","08","1737","5","D1","1","1","6",1,"0"
"2002002725",1308,169.41,"01","20","1501","7","D4","1","1","1",7,"0"
"2002002734",4104,0.83,"01","24","1245","4","A2","3","2","1",6,"0"
"2002002738",1213,163.07,"01","24","1427","4","A1","3","2","1",7,"0"
"2002002749",1361,174.60,"01","25","1650","5","A5","2","2","1",1,"0"
"2002002794",1084,154.20,"01","17","0644","4","A2","1","1","6",1,"0"
"2002002797",1015,148.23,"01","16","0728","3","A4","1","1","1",7,"0"
"2002002800",3758,4.43,"01","17","0745","4","A2","1","1","1",1,"0"
"2002002807",3750,3.97,"01","18","0730","5","D2","1","1","2",7,"0"
"2002002824",1198,162.38,"03","01","1621","5","A4","1","1","1",1,"0"
"2002002827",1198,162.37,"03","01","1457","5","A4","1","1","1",1,"0"
"2002002831",1353,173.16,"03","02","1343","6","D3","1","1","1",7,"0"
"2002002849",1362,174.66,"02","27","0856","3","D3","2","1","1",1,"0"
"2002002850",3855,12.38,"02","19","1218","2","D1","1","1","1",7,"0"
"2002002851",3789,6.82,"01","11","1825","5","D2","1","1","4",1,"0"
"2002002865",4118,3.06,"02","28","0731","4","A2","2","1","1",1,"0"
"2002002866",912,135.75,"02","21","0700","4","A4","3","2","1",7,"0"
"2002002867",4117,2.53,"02","28","0709","4","A2","2","1","1",7,"0"
"2002002876",1278,166.56,"02","28","1815","4","A1","1","1","4",1,"0"
"2002002881",1321,170.56,"02","26","1551","2","A2","1","1","1",1,"0"
"2002002893",1228,164.14,"02","28","0904","4","A2","1","1","1",1,"0"
"2002002894",1228,164.15,"02","28","0905","4","A3","1","1","1",1,"0"
"2002002926",1205,162.62,"02","23","1300","6","A2","3","2","1",7,"0"
"2002002988",696,108.87,"02","15","1941","5","D2","1","1","6",1,"0"
"2002002996",30,1.94,"02","04","1558","1","A2","1","1","1",1,"0"
"2002002998",1231,164.38,"03","01","1650","5","A4","1","1","1",7,"0"
"2002003019",887,134.06,"02","14","1700","4","D1","1","1","3",1,"0"
"2002003027",2255,2.78,"02","25","0945","1","A1","1","1","1",6,"0"
"2002003033",3786,6.27,"02","06","1026","3","A2","3","2","1",1,"0"
"2002003057",1320,170.50,"02","11","1325","1","A3","1","1","1",7,"0"
"2002003058",1068,153.11,"02","14","0645","4","A5","1","1","6",1,"0"
"2002003065",1301,169.03,"02","08","1759","5","D1","2","1","4",7,"0"
"2002003082",3770,4.82,"02","15","0520","5","D2","1","1","1",1,"0"
"2002003135",1585,194.54,"02","22","1635","5","A3","2","1","1",1,"0"
"2002003149",1309,169.54,"02","18","1006","1","D4","1","1","1",1,"0"
"2002003160",1339,172.15,"02","23","1846","6","D2","2","1","4",7,"0"
"2002003175",4136,4.66,"01","23","0818","3","D2","1","2","1",1,"0"
"2002003183",3932,16.93,"01","17","1515","4","A3","1","1","1",7,"0"
"2002003236",1019,149.13,"02","12","0947","2","A4","1","1","1",1,"0"
"2002003305",4008,22.85,"01","16","0710","3","D2","1","2","1",7,"0"
"2002003310",4040,24.70,"02","19","0840","2","D2","1","2","1",1,"0"
"2002003317",1228,164.17,"02","22","1611","5","A3","1","1","1",1,"0"
"2002003325",1290,167.56,"02","24","0219","7","A3","2","2","4",6,"0"
"2002003339",671,105.57,"01","25","1347","5","D1","4","2","1",1,"0"
"2002003384",1262,165.77,"02","22","1811","5","A4","2","2","4",1,"0"
"2002003411",990,146.15,"02","20","2036","3","D3","1","1","4",1,"0"
"2002003431",1491,186.63,"02","19","1810","2","A3","1","1","4",1,"0"
"2002003437",4048,25.30,"02","19","1610","2","A2","1","1","1",7,"0"
"2002003439",2334,7.84,"02","04","0731","1","D1","1","1","1",7,"0"
"2002003459",1414,178.60,"02","21","0735","4","D3","3","2","1",1,"0"
"2002003463",1245,165.26,"02","13","1655","3","D2","1","1","3",1,"0"
"2002003469",1312,169.96,"02","15","1457","5","A1","1","1","1",6,"0"
"2002003471",1309,169.65,"02","15","1840","5","D4","1","1","4",1,"0"
"2002003473",1309,169.65,"02","26","1250","2","D4","1","1","1",7,"0"
"2002003474",1302,169.06,"02","26","1331","2","A1","1","1","1",1,"0"
"2002003501",1452,182.09,"02","16","1708","6","D1","3","2","3",1,"0"
"2002003730",938,139.16,"02","13","1720","3","A1","1","1","3",1,"0"
"2002003734",929,137.98,"02","21","0745","4","A4","3","2","1",7,"0"
"2002003743",1282,167.02,"02","26","1729","2","D2","1","1","3",1,"0"
"2002003749",869,132.56,"02","12","1527","2","D2","1","1","1",7,"0"
"2002003763",610,97.95,"02","11","1015","1","A1","1","2","1",1,"0"
"2002003810",880,133.46,"01","19","2010","6","A1","3","2","4",1,"0"
"2002003874",1542,192.26,"01","25","1815","5","A3","2","2","4",1,"0"
"2002003884",1321,170.57,"01","24","0937","4","D3","3","2","1",1,"0"
"2002003977",835,127.86,"02","20","2045","3","D3","2","2","4",7,"0"
"2002003984",894,134.81,"02","21","0635","4","D5","3","2","4",1,"0"
"2002004021",3847,11.80,"05","06","1529","1","D4","3","2","4",7,"0"
"2002004026",2298,6.40,"05","03","1845","5","D3","2","1","1",1,"0"
"2002004030",563,84.77,"05","03","1222","5","A2","1","1","1",1,"0"
"2002004052",1356,173.80,"05","10","1710","5","D4","1","1","1",1,"0"
"2002004059",1308,169.46,"05","11","1634","6","D3","1","1","1",7,"0"
"2002004062",1333,171.56,"05","12","1210","7","A3","1","1","1",1,"0"
"2002004067",1305,169.24,"05","12","1644","7","A2","1","1","1",1,"0"
"2002004070",4010,22.89,"05","06","0635","1","D3","2","2","1",7,"0"
"2002004080",2302,6.56,"05","09","1710","4","D1","1","1","1",7,"0"
"2002004096",3851,12.24,"05","13","1650","1","D2","3","2","1",1,"0"
"2002004104",2341,8.11,"05","13","1820","1","D2","3","2","1",1,"0"
"2002004157",3745,3.51,"04","26","1140","5","D3","3","2","1",7,"0"
"2002004218",665,104.97,"02","26","1021","2","D1","1","1","1",1,"0"
"2002004247",3795,7.19,"02","08","0900","5","A2","2","1","1",7,"0"
"2002004252",88,7.88,"02","11","1917","1","D1","1","1","6",1,"0"
"2002004259",4057,26.49,"02","19","0843","2","D2","1","2","1",7,"0"
"2002004287",3746,3.61,"02","12","1400","2","D1","1","1","1",7,"0"
"2002004319",4038,24.46,"02","15","2258","5","A2","1","1","6",6,"0"
"2002004333",3507,278.59,"02","19","1733","2","D2","1","2","1",1,"0"
"2002004334",3489,277.26,"02","19","1648","2","D1","1","2","1",7,"0"
"2002004345",4117,2.90,"02","09","1659","6","A2","2","1","1",1,"0"
"2002004346",1822,227.91,"02","14","0933","4","A2","1","1","1",1,"0"
"2002004352",28,1.61,"02","06","0627","3","D4","2","1","2",1,"0"
"2002004428",1312,169.92,"02","09","1655","6","D4","1","1","3",7,"0"
"2002004530",1217,163.27,"02","16","1915","6","D1","2","2","4",7,"0"
"2002004713",4005,22.61,"01","31","1100","4","D3","3","2","1",1,"0"
"2002004742",891,134.27,"01","31","0930","4","A4","3","2","1",7,"0"
"2002004770",1224,163.47,"02","09","1845","6","A2","2","1","4",1,"0"
"2002004796",1585,194.52,"01","25","0830","5","D4","3","2","1",1,"0"
"2002004823",864,132.25,"01","29","1955","2","D1","3","2","4",6,"0"
"2002004838",1376,175.84,"02","19","1536","2","A4","1","1","1",1,"0"
"2002004847",1295,168.11,"02","19","1023","2","A1","1","1","1",7,"0"
"2002004849",1230,164.27,"02","08","1210","5","D2","1","1","1",7,"0"
"2002004860",1305,169.26,"02","10","1816","7","D4","3","2","4",7,"0"
"2002004863",2246,1.55,"02","19","1748","2","D1","2","1","4",6,"0"
"2002004880",5,0.35,"01","26","1234","6","D1","4","2","1",1,"0"
"2002004881",1340,172.39,"02","09","1717","6","D1","1","1","3",1,"0"
"2002004892",4176,6.56,"01","31","1830","4","D2","2","1","4",7,"0"
"2002004894",1274,166.42,"01","28","1240","1","D3","1","1","1",7,"0"
"2002004925",908,135.40,"02","15","0735","5","A4","5","1","1",7,"0"
"2002004928",3748,3.65,"01","31","0940","4","A2","3","2","1",1,"0"
"2002004954",3462,275.45,"02","18","1425","1","A1","1","1","1",1,"0"
"2002004958",3810,9.25,"01","31","1505","4","A2","2","2","1",7,"0"
"2002004964",3847,11.72,"01","17","0814","4","D2","2","1","1",7,"0"
"2002005031",3871,13.44,"04","30","0745","2","A1","1","1","1",1,"0"
"2002005047",2346,8.59,"02","27","1835","3","D1","1","1","4",1,"0"
"2002005049",2381,11.90,"01","23","0727","3","D3","2","1","1",1,"0"
"2002005079",3723,1.99,"01","31","1114","4","D1","3","2","1",1,"0"
"2002005080",3876,13.81,"02","26","1712","2","D4","1","1","1",1,"0"
"2002005092",4117,2.98,"02","26","0903","2","D2","1","1","1",7,"0"
"2002005107",3876,13.82,"01","24","0930","4","A1","3","2","1",1,"0"
"2002005127",1538,191.96,"02","19","1445","2","A4","1","1","1",7,"0"
"2002005129",880,133.44,"02","28","1625","4","D1","1","1","1",1,"0"
"2002005143",1320,170.31,"02","28","1523","4","A1","1","1","1",7,"0"
"2002005144",1213,163.07,"02","02","2353","6","A1","2","2","4",7,"0"
"2002005155",1109,155.19,"02","03","0246","7","D2","3","2","6",7,"0"
"2002005170",4285,12.33,"02","01","1800","5","A1","1","1","4",7,"0"
"2002005193",1473,183.94,"01","28","1152","1","A3","1","4","1",1,"0"
"2002005200",805,122.90,"03","07","1647","4","D1","1","2","1",1,"0"
"2002005213",1260,165.75,"03","08","2305","5","D4","2","1","4",7,"0"
"2002005227",210,30.68,"02","15","1410","5","A2","1","1","1",7,"0"
"2002005232",3696,0.33,"03","01","1530","5","D1","1","1","1",1,"0"
"2002005248",3773,5.20,"02","19","0610","2","A1","3","2","4",7,"0"
"2002005249",1242,165.06,"02","02","1034","6","A2","1","1","1",1,"0"
"2002005253",1013,147.91,"02","26","2305","2","D2","1","1","6",1,"0"
"2002005258",3762,4.53,"02","19","1440","2","D3","1","1","1",1,"0"
"2002005270",1228,164.16,"02","25","0813","1","A2","1","1","1",7,"0"
"2002005274",43,3.00,"02","15","1210","5","A2","1","1","1",7,"0"
"2002005276",1650,203.55,"02","11","0850","1","D9","5","2","1",7,"0"
"2002005288",531,81.24,"02","23","0930","6","A2","3","2","1",1,"0"
"2002005299",1150,158.16,"02","26","1441","2","A2","1","1","1",1,"0"
"2002005308",3773,5.17,"02","26","0755","2","A2","1","1","1",7,"0"
"2002005315",1328,171.06,"03","02","1806","6","D3","1","1","1",6,"0"
"2002005318",3859,12.80,"03","01","1222","5","D3","1","1","1",1,"0"
"2002005321",1262,165.88,"03","11","1010","1","A3","3","2","1",1,"0"
"2002005325",1281,166.80,"03","07","0014","4","D1","2","1","4",1,"0"
"2002005326",1712,210.85,"02","28","1315","4","A1","1","1","1",1,"0"
"2002005328",3702,0.75,"03","02","1538","6","A1","1","1","1",1,"0"
"2002005331",844,128.97,"02","19","1410","2","A1","1","2","1",1,"0"
"2002005339",3444,274.02,"02","24","0939","7","A2","4","3","1",7,"0"
"2002005344",787,120.46,"02","28","0915","4","A2","1","1","1",1,"0"
"2002005357",1263,165.91,"01","28","1230","1","D3","1","1","1",1,"0"
"2002005370",777,118.57,"03","07","1715","4","A4","4","2","1",1,"0"
"2002005376",1228,164.17,"01","25","1500","5","A4","2","2","1",1,"0"
